polybagDataId,ownedPolybag,dayAfterPlanted,ec,n,p,k,ph,createdAt,updatedAt
1151,1,47,2.8798755613893032,16.05,6.23,15.78,6.38,2024-02-16 00:00:00,2024-02-16 00:00:00
1152,1,47,2.430202918184211,25.46,12.93,17.67,6.68,2024-02-16 04:48:00,2024-02-16 04:48:00
1153,1,47,2.3881037293214002,26.2,12.79,18.72,6.39,2024-02-16 09:36:00,2024-02-16 09:36:00
1154,1,47,2.8280744310167645,17.41,8.95,20.16,6.95,2024-02-16 14:24:00,2024-02-16 14:24:00
1155,1,47,3.213890035684311,20.65,14.97,20.97,5.85,2024-02-16 19:12:00,2024-02-16 19:12:00
1156,2,47,2.1243872571271143,13.91,5.81,28.45,6.32,2024-02-16 00:00:00,2024-02-16 00:00:00
1157,2,47,2.033600748090477,27.95,11.02,26.47,6.32,2024-02-16 04:48:00,2024-02-16 04:48:00
1158,2,47,3.409833378394777,11.51,7.14,15.19,6.36,2024-02-16 09:36:00,2024-02-16 09:36:00
1159,2,47,2.6316963048669466,18.11,8.63,32.1,5.97,2024-02-16 14:24:00,2024-02-16 14:24:00
1160,2,47,2.81789670439052,21.87,13.8,25.46,6.61,2024-02-16 19:12:00,2024-02-16 19:12:00
1161,3,47,2.703513611924906,12.6,8.75,28.34,5.89,2024-02-16 00:00:00,2024-02-16 00:00:00
1162,3,47,2.60337351055718,12.94,7.86,30.17,6.65,2024-02-16 04:48:00,2024-02-16 04:48:00
1163,3,47,3.176348951879069,22.7,6.18,33.85,6.51,2024-02-16 09:36:00,2024-02-16 09:36:00
1164,3,47,3.410235068500241,10.89,8.54,22.33,5.96,2024-02-16 14:24:00,2024-02-16 14:24:00
1165,3,47,3.4021249562626013,29.97,9.84,15.72,6.38,2024-02-16 19:12:00,2024-02-16 19:12:00
1166,4,47,2.9999071428406117,13.96,10.22,27.1,6.26,2024-02-16 00:00:00,2024-02-16 00:00:00
1167,4,47,2.1418093670635208,27.94,5.48,34.61,6.63,2024-02-16 04:48:00,2024-02-16 04:48:00
1168,4,47,2.0009759155898506,24.81,5.38,19.44,6.25,2024-02-16 09:36:00,2024-02-16 09:36:00
1169,4,47,2.4822180064952937,21.27,5.7,34.57,6.91,2024-02-16 14:24:00,2024-02-16 14:24:00
1170,4,47,3.4434196325599538,25.9,10.03,22.32,5.56,2024-02-16 19:12:00,2024-02-16 19:12:00
1171,5,47,2.1254048374421535,28.81,5.29,23.95,6.12,2024-02-16 00:00:00,2024-02-16 00:00:00
1172,5,47,2.1772760919949627,15.03,11.13,25.19,6.71,2024-02-16 04:48:00,2024-02-16 04:48:00
1173,5,47,2.96171669653605,29.49,9.68,33.24,5.72,2024-02-16 09:36:00,2024-02-16 09:36:00
1174,5,47,2.9396119901949653,14.56,7.6,31.28,6.49,2024-02-16 14:24:00,2024-02-16 14:24:00
1175,5,47,2.3428788626729893,14.07,7.84,33.22,5.98,2024-02-16 19:12:00,2024-02-16 19:12:00
1176,1,48,2.5154106792154227,22.22,8.99,27.73,6.81,2024-02-17 00:00:00,2024-02-17 00:00:00
1177,1,48,2.980202240236772,18.11,13.56,16.92,6.02,2024-02-17 04:48:00,2024-02-17 04:48:00
1178,1,48,2.0268646299227484,10.01,12.45,17.0,5.71,2024-02-17 09:36:00,2024-02-17 09:36:00
1179,1,48,2.4629357374202305,28.53,6.52,27.25,6.1,2024-02-17 14:24:00,2024-02-17 14:24:00
1180,1,48,3.1533153433208536,11.0,14.55,21.1,6.1,2024-02-17 19:12:00,2024-02-17 19:12:00
1181,2,48,2.5401493384732747,24.55,10.48,21.15,5.63,2024-02-17 00:00:00,2024-02-17 00:00:00
1182,2,48,2.2124897037403173,10.84,5.46,20.38,5.54,2024-02-17 04:48:00,2024-02-17 04:48:00
1183,2,48,2.074153471649778,10.96,9.03,32.5,6.18,2024-02-17 09:36:00,2024-02-17 09:36:00
1184,2,48,3.4334931705629854,12.1,12.16,15.89,6.8,2024-02-17 14:24:00,2024-02-17 14:24:00
1185,2,48,2.8023841249519226,21.55,8.21,30.14,6.32,2024-02-17 19:12:00,2024-02-17 19:12:00
1186,3,48,2.367693840314111,27.57,14.45,33.0,5.91,2024-02-17 00:00:00,2024-02-17 00:00:00
1187,3,48,2.132123495943279,27.43,8.41,15.91,6.94,2024-02-17 04:48:00,2024-02-17 04:48:00
1188,3,48,2.576681047244463,13.02,8.09,19.39,5.65,2024-02-17 09:36:00,2024-02-17 09:36:00
1189,3,48,2.616311714973791,24.42,13.72,17.01,6.52,2024-02-17 14:24:00,2024-02-17 14:24:00
1190,3,48,2.2047875381878272,17.44,10.55,17.58,5.98,2024-02-17 19:12:00,2024-02-17 19:12:00
1191,4,48,2.7159323523113588,17.12,14.8,20.31,5.54,2024-02-17 00:00:00,2024-02-17 00:00:00
1192,4,48,3.2303816593267234,27.07,12.31,28.96,6.03,2024-02-17 04:48:00,2024-02-17 04:48:00
1193,4,48,2.8612459304767395,11.17,14.81,28.71,5.98,2024-02-17 09:36:00,2024-02-17 09:36:00
1194,4,48,2.515509348107714,26.28,6.29,18.35,5.59,2024-02-17 14:24:00,2024-02-17 14:24:00
1195,4,48,2.316012792732986,12.98,13.84,27.1,6.21,2024-02-17 19:12:00,2024-02-17 19:12:00
1196,5,48,3.032195161549415,11.63,8.35,32.53,6.21,2024-02-17 00:00:00,2024-02-17 00:00:00
1197,5,48,2.453573776590631,14.99,9.35,19.67,5.76,2024-02-17 04:48:00,2024-02-17 04:48:00
1198,5,48,3.239187650774406,18.73,7.82,22.34,6.35,2024-02-17 09:36:00,2024-02-17 09:36:00
1199,5,48,2.1066370651991755,22.63,12.55,30.23,6.2,2024-02-17 14:24:00,2024-02-17 14:24:00
1200,5,48,3.097608241750451,10.82,9.68,28.29,6.16,2024-02-17 19:12:00,2024-02-17 19:12:00
1201,1,49,2.6600474080874097,11.57,9.15,18.01,6.42,2024-02-18 00:00:00,2024-02-18 00:00:00
1202,1,49,3.1875848777081965,28.43,6.34,32.42,6.03,2024-02-18 04:48:00,2024-02-18 04:48:00
1203,1,49,2.2293726172950126,11.5,5.52,21.31,6.16,2024-02-18 09:36:00,2024-02-18 09:36:00
1204,1,49,3.397364013088219,17.47,9.49,34.73,6.5,2024-02-18 14:24:00,2024-02-18 14:24:00
1205,1,49,2.535795485122595,28.33,11.64,27.24,5.53,2024-02-18 19:12:00,2024-02-18 19:12:00
1206,2,49,2.4221526579651456,28.19,13.14,26.59,6.68,2024-02-18 00:00:00,2024-02-18 00:00:00
1207,2,49,2.765995838339791,25.83,14.22,30.5,6.01,2024-02-18 04:48:00,2024-02-18 04:48:00
1208,2,49,2.9095014923232148,13.87,10.31,17.41,6.39,2024-02-18 09:36:00,2024-02-18 09:36:00
1209,2,49,2.84458796283267,29.69,12.41,24.83,5.9,2024-02-18 14:24:00,2024-02-18 14:24:00
1210,2,49,3.3821943221374484,19.06,11.84,25.74,6.83,2024-02-18 19:12:00,2024-02-18 19:12:00
1211,3,49,2.7734868886224935,27.6,13.37,29.94,6.8,2024-02-18 00:00:00,2024-02-18 00:00:00
1212,3,49,2.3943055912012317,20.37,6.29,15.15,6.61,2024-02-18 04:48:00,2024-02-18 04:48:00
1213,3,49,2.6815441897998,20.59,8.28,23.03,6.93,2024-02-18 09:36:00,2024-02-18 09:36:00
1214,3,49,3.3957536591989728,27.23,13.28,32.2,6.15,2024-02-18 14:24:00,2024-02-18 14:24:00
1215,3,49,2.8431532669841304,29.14,11.51,31.85,6.96,2024-02-18 19:12:00,2024-02-18 19:12:00
1216,4,49,3.242929261887096,10.91,11.49,27.87,6.74,2024-02-18 00:00:00,2024-02-18 00:00:00
1217,4,49,2.2744808205722644,17.91,5.13,29.2,6.4,2024-02-18 04:48:00,2024-02-18 04:48:00
1218,4,49,2.044832346607521,18.06,6.82,23.21,6.21,2024-02-18 09:36:00,2024-02-18 09:36:00
1219,4,49,3.0450435869444643,16.27,7.59,27.66,5.86,2024-02-18 14:24:00,2024-02-18 14:24:00
1220,4,49,2.712565263831097,12.09,11.51,28.14,6.97,2024-02-18 19:12:00,2024-02-18 19:12:00
1221,5,49,2.9051660603728156,12.41,13.65,16.3,6.28,2024-02-18 00:00:00,2024-02-18 00:00:00
1222,5,49,3.035561102805528,12.68,7.54,28.87,5.93,2024-02-18 04:48:00,2024-02-18 04:48:00
1223,5,49,2.019249316098222,15.76,11.11,33.57,6.08,2024-02-18 09:36:00,2024-02-18 09:36:00
1224,5,49,2.974965480754923,19.38,5.31,21.24,6.77,2024-02-18 14:24:00,2024-02-18 14:24:00
1225,5,49,3.464094757156054,19.55,14.02,30.51,5.84,2024-02-18 19:12:00,2024-02-18 19:12:00
1226,1,50,2.3583785748566894,16.58,12.98,31.1,6.18,2024-02-19 00:00:00,2024-02-19 00:00:00
1227,1,50,2.983908639299549,15.25,9.57,26.06,6.1,2024-02-19 04:48:00,2024-02-19 04:48:00
1228,1,50,2.116177659190792,18.7,12.01,21.77,6.79,2024-02-19 09:36:00,2024-02-19 09:36:00
1229,1,50,2.994692696869373,19.56,11.47,29.97,6.92,2024-02-19 14:24:00,2024-02-19 14:24:00
1230,1,50,3.0289503230342856,17.03,10.12,22.62,5.78,2024-02-19 19:12:00,2024-02-19 19:12:00
1231,2,50,3.441942920546188,23.41,7.24,19.07,6.24,2024-02-19 00:00:00,2024-02-19 00:00:00
1232,2,50,3.381188603835719,27.31,9.94,26.06,6.7,2024-02-19 04:48:00,2024-02-19 04:48:00
1233,2,50,3.0938310744316833,22.67,6.3,17.65,6.11,2024-02-19 09:36:00,2024-02-19 09:36:00
1234,2,50,2.601709592526187,18.23,12.46,18.02,6.36,2024-02-19 14:24:00,2024-02-19 14:24:00
1235,2,50,2.139806981803641,19.22,5.22,27.28,6.38,2024-02-19 19:12:00,2024-02-19 19:12:00
1236,3,50,2.353434495768945,24.54,6.29,16.82,6.05,2024-02-19 00:00:00,2024-02-19 00:00:00
1237,3,50,2.656573649585283,28.33,6.49,15.85,5.59,2024-02-19 04:48:00,2024-02-19 04:48:00
1238,3,50,2.3078218352692748,29.62,14.62,25.84,6.76,2024-02-19 09:36:00,2024-02-19 09:36:00
1239,3,50,2.0819172096376457,21.55,7.92,18.05,6.82,2024-02-19 14:24:00,2024-02-19 14:24:00
1240,3,50,3.3950366737033653,12.16,11.79,20.43,6.29,2024-02-19 19:12:00,2024-02-19 19:12:00
1241,4,50,3.1774180060159063,28.91,11.19,28.65,5.65,2024-02-19 00:00:00,2024-02-19 00:00:00
1242,4,50,2.5527827706753294,21.67,13.04,22.45,5.69,2024-02-19 04:48:00,2024-02-19 04:48:00
1243,4,50,3.497568955087676,13.43,10.01,15.69,6.68,2024-02-19 09:36:00,2024-02-19 09:36:00
1244,4,50,2.4917085054142802,17.65,12.19,18.12,6.19,2024-02-19 14:24:00,2024-02-19 14:24:00
1245,4,50,2.7125169456875535,20.95,5.8,17.97,6.66,2024-02-19 19:12:00,2024-02-19 19:12:00
1246,5,50,2.8680169983682635,15.24,6.5,21.44,6.38,2024-02-19 00:00:00,2024-02-19 00:00:00
1247,5,50,3.296097957472146,26.16,14.3,27.38,6.36,2024-02-19 04:48:00,2024-02-19 04:48:00
1248,5,50,2.3318421528248803,16.7,12.53,23.44,6.73,2024-02-19 09:36:00,2024-02-19 09:36:00
1249,5,50,2.5240567185536746,16.03,9.91,27.81,6.79,2024-02-19 14:24:00,2024-02-19 14:24:00
1250,5,50,2.378686505231655,26.0,7.75,21.01,6.04,2024-02-19 19:12:00,2024-02-19 19:12:00
1251,1,51,2.358370232605406,16.08,7.7,29.87,6.15,2024-02-20 00:00:00,2024-02-20 00:00:00
1252,1,51,3.1551847778329245,16.01,11.36,27.37,6.81,2024-02-20 04:48:00,2024-02-20 04:48:00
1253,1,51,3.1387898654220687,15.67,6.11,17.84,6.85,2024-02-20 09:36:00,2024-02-20 09:36:00
1254,1,51,2.737615531839058,29.37,13.88,17.83,6.83,2024-02-20 14:24:00,2024-02-20 14:24:00
1255,1,51,3.4177366112195102,27.56,9.57,22.27,6.88,2024-02-20 19:12:00,2024-02-20 19:12:00
1256,2,51,3.323101421192654,13.88,11.87,29.17,5.67,2024-02-20 00:00:00,2024-02-20 00:00:00
1257,2,51,3.41306581288753,19.66,9.26,15.44,5.94,2024-02-20 04:48:00,2024-02-20 04:48:00
1258,2,51,2.649643804281482,19.23,9.5,15.15,6.8,2024-02-20 09:36:00,2024-02-20 09:36:00
1259,2,51,2.7431316142145556,13.36,7.75,25.06,6.36,2024-02-20 14:24:00,2024-02-20 14:24:00
1260,2,51,3.3754319277180143,16.4,11.37,23.93,6.48,2024-02-20 19:12:00,2024-02-20 19:12:00
1261,3,51,2.8002889528850496,12.48,5.46,27.65,5.94,2024-02-20 00:00:00,2024-02-20 00:00:00
1262,3,51,2.7905614842400643,14.28,14.33,16.0,6.37,2024-02-20 04:48:00,2024-02-20 04:48:00
1263,3,51,2.4921507852085942,22.69,9.11,31.45,6.54,2024-02-20 09:36:00,2024-02-20 09:36:00
1264,3,51,3.0520928336642505,12.28,11.46,16.04,6.18,2024-02-20 14:24:00,2024-02-20 14:24:00
1265,3,51,3.253015989360474,29.99,7.55,29.17,5.74,2024-02-20 19:12:00,2024-02-20 19:12:00
1266,4,51,3.4706169957983217,16.23,5.83,32.66,6.9,2024-02-20 00:00:00,2024-02-20 00:00:00
1267,4,51,3.4441745137633872,15.96,13.53,25.76,6.13,2024-02-20 04:48:00,2024-02-20 04:48:00
1268,4,51,3.467592052186399,15.34,6.03,31.99,6.47,2024-02-20 09:36:00,2024-02-20 09:36:00
1269,4,51,2.0606853293062866,23.25,12.07,33.77,6.71,2024-02-20 14:24:00,2024-02-20 14:24:00
1270,4,51,2.5602332343889573,22.34,13.84,15.24,6.83,2024-02-20 19:12:00,2024-02-20 19:12:00
1271,5,51,3.415318404390594,13.47,7.39,18.77,5.9,2024-02-20 00:00:00,2024-02-20 00:00:00
1272,5,51,2.4305935303965005,29.54,12.03,28.41,5.64,2024-02-20 04:48:00,2024-02-20 04:48:00
1273,5,51,2.9592845281364832,20.61,8.74,31.39,6.95,2024-02-20 09:36:00,2024-02-20 09:36:00
1274,5,51,2.656903987185924,29.16,8.69,26.71,6.98,2024-02-20 14:24:00,2024-02-20 14:24:00
1275,5,51,2.1974211948474602,16.4,11.34,28.14,6.98,2024-02-20 19:12:00,2024-02-20 19:12:00
1276,1,52,3.421391531771132,27.37,14.63,32.63,6.35,2024-02-21 00:00:00,2024-02-21 00:00:00
1277,1,52,2.3412840229009357,20.24,8.78,21.5,6.7,2024-02-21 04:48:00,2024-02-21 04:48:00
1278,1,52,3.2036963108150025,15.73,12.28,27.67,6.65,2024-02-21 09:36:00,2024-02-21 09:36:00
1279,1,52,3.447848110243119,24.24,13.5,16.54,6.56,2024-02-21 14:24:00,2024-02-21 14:24:00
1280,1,52,2.057356368282732,24.82,14.58,18.81,5.53,2024-02-21 19:12:00,2024-02-21 19:12:00
1281,2,52,2.0474301956328396,10.37,11.11,34.76,6.68,2024-02-21 00:00:00,2024-02-21 00:00:00
1282,2,52,3.494772302161527,26.79,5.38,22.29,5.89,2024-02-21 04:48:00,2024-02-21 04:48:00
1283,2,52,3.209410133477196,25.93,5.27,20.72,5.91,2024-02-21 09:36:00,2024-02-21 09:36:00
1284,2,52,2.654656701540073,24.23,10.15,16.44,5.84,2024-02-21 14:24:00,2024-02-21 14:24:00
1285,2,52,2.19343454524404,29.54,14.13,26.83,6.79,2024-02-21 19:12:00,2024-02-21 19:12:00
1286,3,52,3.0954619340158915,23.37,12.35,17.28,6.39,2024-02-21 00:00:00,2024-02-21 00:00:00
1287,3,52,2.3114507108690105,24.93,12.85,15.97,6.99,2024-02-21 04:48:00,2024-02-21 04:48:00
1288,3,52,3.2374813280312167,17.97,14.51,33.85,5.89,2024-02-21 09:36:00,2024-02-21 09:36:00
1289,3,52,3.370551332517916,22.91,11.69,18.42,5.71,2024-02-21 14:24:00,2024-02-21 14:24:00
1290,3,52,3.1470470954847203,16.41,9.15,20.32,5.63,2024-02-21 19:12:00,2024-02-21 19:12:00
1291,4,52,3.188058756577274,22.22,12.16,31.67,6.47,2024-02-21 00:00:00,2024-02-21 00:00:00
1292,4,52,2.6755795700131317,16.79,8.33,18.38,5.99,2024-02-21 04:48:00,2024-02-21 04:48:00
1293,4,52,2.3122512436382365,28.91,12.63,34.21,6.7,2024-02-21 09:36:00,2024-02-21 09:36:00
1294,4,52,2.851097127765609,23.46,5.2,28.19,6.34,2024-02-21 14:24:00,2024-02-21 14:24:00
1295,4,52,2.918231310438924,17.31,11.63,32.54,6.4,2024-02-21 19:12:00,2024-02-21 19:12:00
1296,5,52,2.785203524724146,24.01,11.82,31.88,5.76,2024-02-21 00:00:00,2024-02-21 00:00:00
1297,5,52,2.110202300797321,20.97,13.61,24.03,6.15,2024-02-21 04:48:00,2024-02-21 04:48:00
1298,5,52,2.476421593773601,26.55,12.3,30.15,6.18,2024-02-21 09:36:00,2024-02-21 09:36:00
1299,5,52,2.560445488555425,29.25,7.03,26.08,5.66,2024-02-21 14:24:00,2024-02-21 14:24:00
1300,5,52,3.0434981976039723,22.68,9.74,23.05,6.75,2024-02-21 19:12:00,2024-02-21 19:12:00
1301,1,53,3.3523527944171905,28.87,11.1,27.73,6.98,2024-02-22 00:00:00,2024-02-22 00:00:00
1302,1,53,2.571019381946451,13.57,9.9,28.11,6.26,2024-02-22 04:48:00,2024-02-22 04:48:00
1303,1,53,3.0384779320999193,11.43,6.44,28.77,6.66,2024-02-22 09:36:00,2024-02-22 09:36:00
1304,1,53,3.078829224160125,10.3,11.49,33.46,6.39,2024-02-22 14:24:00,2024-02-22 14:24:00
1305,1,53,2.2949361554803103,10.31,5.83,17.85,6.87,2024-02-22 19:12:00,2024-02-22 19:12:00
1306,2,53,2.9050571286438895,16.65,5.8,19.74,6.04,2024-02-22 00:00:00,2024-02-22 00:00:00
1307,2,53,2.773510687662913,20.17,8.08,16.83,6.51,2024-02-22 04:48:00,2024-02-22 04:48:00
1308,2,53,2.893674673088762,18.95,11.11,24.45,6.3,2024-02-22 09:36:00,2024-02-22 09:36:00
1309,2,53,3.0955963137940663,25.02,5.16,28.03,6.46,2024-02-22 14:24:00,2024-02-22 14:24:00
1310,2,53,2.3578046597560522,17.86,10.26,31.52,5.72,2024-02-22 19:12:00,2024-02-22 19:12:00
1311,3,53,2.995095275846047,29.33,11.27,31.56,5.61,2024-02-22 00:00:00,2024-02-22 00:00:00
1312,3,53,2.119027756790351,24.63,6.64,15.5,5.58,2024-02-22 04:48:00,2024-02-22 04:48:00
1313,3,53,2.3014499647883935,12.82,5.67,30.81,6.24,2024-02-22 09:36:00,2024-02-22 09:36:00
1314,3,53,2.2450909868550966,13.63,11.07,24.29,6.0,2024-02-22 14:24:00,2024-02-22 14:24:00
1315,3,53,2.678331483453344,13.11,11.07,15.77,5.98,2024-02-22 19:12:00,2024-02-22 19:12:00
1316,4,53,2.4750381780827917,19.85,7.85,27.84,6.44,2024-02-22 00:00:00,2024-02-22 00:00:00
1317,4,53,3.029003940421335,22.12,12.12,30.49,5.93,2024-02-22 04:48:00,2024-02-22 04:48:00
1318,4,53,2.291497424383147,27.33,6.8,19.78,6.21,2024-02-22 09:36:00,2024-02-22 09:36:00
1319,4,53,3.437914624894206,25.93,11.47,23.05,6.38,2024-02-22 14:24:00,2024-02-22 14:24:00
1320,4,53,3.3421977377018894,20.97,13.43,23.32,5.69,2024-02-22 19:12:00,2024-02-22 19:12:00
1321,5,53,3.283266692569259,22.38,5.87,32.54,6.2,2024-02-22 00:00:00,2024-02-22 00:00:00
1322,5,53,3.2721793939439094,12.99,5.89,21.48,6.32,2024-02-22 04:48:00,2024-02-22 04:48:00
1323,5,53,2.9198923036072273,24.51,5.41,22.56,6.53,2024-02-22 09:36:00,2024-02-22 09:36:00
1324,5,53,2.7674509489970958,12.47,9.35,27.15,5.97,2024-02-22 14:24:00,2024-02-22 14:24:00
1325,5,53,2.731618663044402,27.03,11.7,32.74,6.13,2024-02-22 19:12:00,2024-02-22 19:12:00
1326,1,54,2.4104795122387377,15.81,12.21,29.17,5.64,2024-02-23 00:00:00,2024-02-23 00:00:00
1327,1,54,2.902590616476331,12.32,8.73,20.35,6.93,2024-02-23 04:48:00,2024-02-23 04:48:00
1328,1,54,3.462680300413308,16.59,14.82,27.52,5.68,2024-02-23 09:36:00,2024-02-23 09:36:00
1329,1,54,2.332341189616389,22.71,12.63,17.5,6.24,2024-02-23 14:24:00,2024-02-23 14:24:00
1330,1,54,2.791743475671766,27.11,12.81,19.16,6.11,2024-02-23 19:12:00,2024-02-23 19:12:00
1331,2,54,2.2247606391610324,25.8,6.21,30.77,6.3,2024-02-23 00:00:00,2024-02-23 00:00:00
1332,2,54,2.0055313995161046,18.34,5.75,27.94,6.08,2024-02-23 04:48:00,2024-02-23 04:48:00
1333,2,54,3.1270823639064975,14.32,11.78,34.31,6.27,2024-02-23 09:36:00,2024-02-23 09:36:00
1334,2,54,2.3838362261647923,23.7,10.11,27.16,6.6,2024-02-23 14:24:00,2024-02-23 14:24:00
1335,2,54,2.7368469734752585,13.57,14.85,24.06,6.04,2024-02-23 19:12:00,2024-02-23 19:12:00
1336,3,54,2.0714488630749153,20.57,11.21,30.89,5.83,2024-02-23 00:00:00,2024-02-23 00:00:00
1337,3,54,2.6949906785919016,27.49,5.97,28.83,6.82,2024-02-23 04:48:00,2024-02-23 04:48:00
1338,3,54,3.028391258362122,18.17,9.73,28.1,6.25,2024-02-23 09:36:00,2024-02-23 09:36:00
1339,3,54,3.156668361478059,19.89,13.0,33.56,6.44,2024-02-23 14:24:00,2024-02-23 14:24:00
1340,3,54,2.174146939243196,18.24,14.64,26.06,6.56,2024-02-23 19:12:00,2024-02-23 19:12:00
1341,4,54,3.478523029288962,21.32,10.16,29.7,5.64,2024-02-23 00:00:00,2024-02-23 00:00:00
1342,4,54,2.523611377020508,27.1,7.94,31.7,5.56,2024-02-23 04:48:00,2024-02-23 04:48:00
1343,4,54,2.5249574824361813,17.99,11.6,20.41,6.16,2024-02-23 09:36:00,2024-02-23 09:36:00
1344,4,54,3.0379663851993763,16.72,12.21,33.82,5.8,2024-02-23 14:24:00,2024-02-23 14:24:00
1345,4,54,3.35741940827279,13.73,13.84,30.55,5.84,2024-02-23 19:12:00,2024-02-23 19:12:00
1346,5,54,2.7245160850146353,10.61,7.06,21.4,5.72,2024-02-23 00:00:00,2024-02-23 00:00:00
1347,5,54,3.2555989492265898,29.12,5.45,20.09,5.99,2024-02-23 04:48:00,2024-02-23 04:48:00
1348,5,54,2.3266808569913677,24.09,5.24,28.19,6.13,2024-02-23 09:36:00,2024-02-23 09:36:00
1349,5,54,2.71285388369799,13.49,10.02,27.79,5.96,2024-02-23 14:24:00,2024-02-23 14:24:00
1350,5,54,2.401371826390627,11.66,10.94,25.6,6.2,2024-02-23 19:12:00,2024-02-23 19:12:00
1351,1,55,3.033502008935015,11.38,6.48,29.18,6.6,2024-02-24 00:00:00,2024-02-24 00:00:00
1352,1,55,2.181828842167793,18.61,6.28,34.08,5.58,2024-02-24 04:48:00,2024-02-24 04:48:00
1353,1,55,3.0369094780914505,22.74,7.71,20.21,6.65,2024-02-24 09:36:00,2024-02-24 09:36:00
1354,1,55,3.314506447032092,13.55,5.41,22.06,6.13,2024-02-24 14:24:00,2024-02-24 14:24:00
1355,1,55,2.055221396992325,13.07,12.71,16.6,6.58,2024-02-24 19:12:00,2024-02-24 19:12:00
1356,2,55,2.08518772278023,11.66,8.68,24.35,6.25,2024-02-24 00:00:00,2024-02-24 00:00:00
1357,2,55,3.4206301311704586,13.34,7.13,27.79,6.79,2024-02-24 04:48:00,2024-02-24 04:48:00
1358,2,55,3.003216952284985,12.3,11.14,34.82,6.66,2024-02-24 09:36:00,2024-02-24 09:36:00
1359,2,55,2.592829700530572,12.71,13.3,30.45,6.42,2024-02-24 14:24:00,2024-02-24 14:24:00
1360,2,55,2.625528383331071,18.28,13.26,34.51,6.27,2024-02-24 19:12:00,2024-02-24 19:12:00
1361,3,55,2.1654644952367383,12.9,5.21,24.49,5.63,2024-02-24 00:00:00,2024-02-24 00:00:00
1362,3,55,3.3783167215890515,13.12,12.18,21.79,6.2,2024-02-24 04:48:00,2024-02-24 04:48:00
1363,3,55,3.108816895568113,10.01,9.85,25.59,5.52,2024-02-24 09:36:00,2024-02-24 09:36:00
1364,3,55,3.0159446980481377,21.48,13.99,19.17,5.97,2024-02-24 14:24:00,2024-02-24 14:24:00
1365,3,55,3.375037939873385,27.17,12.92,33.57,5.6,2024-02-24 19:12:00,2024-02-24 19:12:00
1366,4,55,3.3168821579844128,27.18,10.86,31.79,6.72,2024-02-24 00:00:00,2024-02-24 00:00:00
1367,4,55,3.1819810858630158,11.61,10.05,18.79,6.75,2024-02-24 04:48:00,2024-02-24 04:48:00
1368,4,55,2.096006845776735,15.66,5.75,20.06,6.7,2024-02-24 09:36:00,2024-02-24 09:36:00
1369,4,55,2.1553709429558436,26.6,8.47,21.43,6.3,2024-02-24 14:24:00,2024-02-24 14:24:00
1370,4,55,3.168132752696501,12.55,12.03,29.77,6.45,2024-02-24 19:12:00,2024-02-24 19:12:00
1371,5,55,2.279927679511604,25.2,14.89,29.67,6.58,2024-02-24 00:00:00,2024-02-24 00:00:00
1372,5,55,2.7888561101643283,16.36,9.7,17.46,6.24,2024-02-24 04:48:00,2024-02-24 04:48:00
1373,5,55,2.4866788255682,28.73,10.5,19.31,6.11,2024-02-24 09:36:00,2024-02-24 09:36:00
1374,5,55,2.5553113111111756,28.79,10.48,16.43,6.5,2024-02-24 14:24:00,2024-02-24 14:24:00
1375,5,55,3.315194751929523,13.03,14.68,23.88,6.69,2024-02-24 19:12:00,2024-02-24 19:12:00
1376,1,56,3.254517309640002,13.29,14.94,31.07,6.11,2024-02-25 00:00:00,2024-02-25 00:00:00
1377,1,56,2.6782378541181617,12.81,9.29,21.17,6.65,2024-02-25 04:48:00,2024-02-25 04:48:00
1378,1,56,3.0970590833353717,29.27,8.0,30.5,6.03,2024-02-25 09:36:00,2024-02-25 09:36:00
1379,1,56,2.8032902298861386,25.33,12.97,34.93,6.67,2024-02-25 14:24:00,2024-02-25 14:24:00
1380,1,56,2.1302533545991196,17.78,12.88,24.36,6.56,2024-02-25 19:12:00,2024-02-25 19:12:00
1381,2,56,2.875912895886499,14.29,12.14,34.01,6.56,2024-02-25 00:00:00,2024-02-25 00:00:00
1382,2,56,2.1801215662034465,25.33,14.83,29.12,5.89,2024-02-25 04:48:00,2024-02-25 04:48:00
1383,2,56,2.1188822680502404,27.82,6.93,26.41,6.63,2024-02-25 09:36:00,2024-02-25 09:36:00
1384,2,56,2.852910099741925,20.56,13.05,16.31,6.35,2024-02-25 14:24:00,2024-02-25 14:24:00
1385,2,56,3.240312848343279,10.46,13.0,22.22,6.84,2024-02-25 19:12:00,2024-02-25 19:12:00
1386,3,56,2.8276041866845407,14.43,5.46,22.57,5.53,2024-02-25 00:00:00,2024-02-25 00:00:00
1387,3,56,2.1444709589445097,22.68,7.28,29.19,5.8,2024-02-25 04:48:00,2024-02-25 04:48:00
1388,3,56,2.630794552923497,19.14,8.36,15.24,6.74,2024-02-25 09:36:00,2024-02-25 09:36:00
1389,3,56,2.3694700240821653,15.81,8.37,25.74,6.62,2024-02-25 14:24:00,2024-02-25 14:24:00
1390,3,56,2.3415969251202875,19.05,11.88,17.3,6.81,2024-02-25 19:12:00,2024-02-25 19:12:00
1391,4,56,3.008434836658966,16.52,11.76,29.29,6.36,2024-02-25 00:00:00,2024-02-25 00:00:00
1392,4,56,2.0769372434191995,19.97,5.79,31.51,6.62,2024-02-25 04:48:00,2024-02-25 04:48:00
