greenhouseDataId,ownedGreenhouse,airTemperature,humidity,ec,ph,ppm,volumeWaterTank,countWaterFlow,createdAt,updatedAt
1360,1,22.158976821682153,80.0,2.24,6.34,420.3,99.845,55.2,2024-02-24 19:12:00,2024-02-24 19:12:00
1361,1,21.57124877932774,58.42,1.57,6.52,487.3,94.825,51.85,2024-02-24 00:00:00,2024-02-24 00:00:00
1362,1,20.255563547111496,78.12,2.02,5.56,422.9,99.39,54.1,2024-02-24 04:48:00,2024-02-24 04:48:00
1363,1,25.32489732693451,87.62,1.64,6.22,457.8,95.185,52.2,2024-02-24 09:36:00,2024-02-24 09:36:00
1364,1,26.281496359267752,69.6,2.5,6.19,485.1,94.26,56.5,2024-02-24 14:24:00,2024-02-24 14:24:00
1365,1,26.089683045415832,72.88,2.28,5.64,491.3,95.155,55.4,2024-02-24 19:12:00,2024-02-24 19:12:00
1366,1,26.26268748699255,63.5,2.3,5.88,493.0,97.44,55.5,2024-02-24 00:00:00,2024-02-24 00:00:00
1367,1,21.179185966735595,89.92,2.18,6.07,498.0,94.885,54.9,2024-02-24 04:48:00,2024-02-24 04:48:00
1368,1,21.555792792176693,83.66,1.99,6.38,445.3,90.275,53.95,2024-02-24 09:36:00,2024-02-24 09:36:00
1369,1,21.128574958237632,74.3,2.38,6.71,437.2,98.43,55.9,2024-02-24 14:24:00,2024-02-24 14:24:00
1370,1,26.191744701874974,72.38,2.03,6.0,404.2,90.24,54.15,2024-02-24 19:12:00,2024-02-24 19:12:00
1371,1,24.23180087108743,85.52,1.82,6.57,414.3,93.99,53.1,2024-02-24 00:00:00,2024-02-24 00:00:00
1372,1,26.592962149074978,88.44,1.97,6.39,476.2,97.04,53.85,2024-02-24 04:48:00,2024-02-24 04:48:00
1373,1,26.840280050734837,72.26,2.09,5.64,497.1,94.09,54.45,2024-02-24 09:36:00,2024-02-24 09:36:00
1374,1,26.851312361471887,61.7,2.14,5.75,476.9,92.135,54.7,2024-02-24 14:24:00,2024-02-24 14:24:00
1375,1,26.83754330421495,84.06,1.73,5.76,454.2,99.425,52.65,2024-02-24 19:12:00,2024-02-24 19:12:00
1376,1,20.573798111564145,51.66,1.4,6.04,480.7,98.015,51.0,2024-02-25 00:00:00,2024-02-25 00:00:00
1377,1,21.302315703705712,62.760000000000005,1.91,5.77,412.3,99.16,53.55,2024-02-25 04:48:00,2024-02-25 04:48:00
1378,1,23.79434915603783,79.28,2.45,5.71,485.0,99.01,56.25,2024-02-25 09:36:00,2024-02-25 09:36:00
1379,1,24.273378278526202,68.94,1.68,5.69,436.4,95.015,52.4,2024-02-25 14:24:00,2024-02-25 14:24:00
1380,1,26.191182529100313,50.16,1.66,6.26,477.8,96.07,52.3,2024-02-25 19:12:00,2024-02-25 19:12:00
1381,1,25.308774406938543,51.86,2.38,5.8,442.4,91.54,55.9,2024-02-25 00:00:00,2024-02-25 00:00:00
1382,1,23.81645904331163,66.12,1.56,6.82,410.5,90.095,51.8,2024-02-25 04:48:00,2024-02-25 04:48:00
1383,1,25.836244532226036,85.84,2.31,6.64,429.5,99.88,55.55,2024-02-25 09:36:00,2024-02-25 09:36:00
1384,1,23.54067649924542,76.06,1.93,5.51,402.5,97.92,53.65,2024-02-25 14:24:00,2024-02-25 14:24:00
1385,1,20.906873317004838,67.06,2.32,5.51,448.7,93.185,55.6,2024-02-25 19:12:00,2024-02-25 19:12:00
1386,1,22.558854117617408,66.18,1.29,6.17,446.4,93.13,50.45,2024-02-25 00:00:00,2024-02-25 00:00:00
1387,1,23.265275253717505,89.66,2.07,6.46,450.0,91.095,54.35,2024-02-25 04:48:00,2024-02-25 04:48:00
1388,1,26.248672847350875,71.24,1.92,6.43,488.8,94.775,53.6,2024-02-25 09:36:00,2024-02-25 09:36:00
1389,1,25.101907816609817,59.56,2.03,5.96,422.7,97.965,54.15,2024-02-25 14:24:00,2024-02-25 14:24:00
1390,1,20.503361028320192,80.94,1.89,6.67,441.5,98.94,53.45,2024-02-25 19:12:00,2024-02-25 19:12:00
1391,1,20.188121666159507,81.98,1.91,5.94,447.9,99.58,53.55,2024-02-25 00:00:00,2024-02-25 00:00:00
1392,1,20.567663671084397,70.84,1.71,5.74,492.7,96.58,52.55,2024-02-25 04:48:00,2024-02-25 04:48:00
1393,1,21.669047491602218,84.52,1.45,6.51,419.9,99.86,51.25,2024-02-25 09:36:00,2024-02-25 09:36:00
1394,1,22.67372262372988,54.22,2.39,6.82,405.9,94.075,55.95,2024-02-25 14:24:00,2024-02-25 14:24:00
1395,1,23.243834339987686,74.86,1.3,5.57,488.6,98.16,50.5,2024-02-25 19:12:00,2024-02-25 19:12:00
1396,1,20.707273439664974,75.14,1.43,6.95,439.7,92.02,51.15,2024-02-25 00:00:00,2024-02-25 00:00:00
1397,1,24.576107291939906,52.54,1.6,6.43,471.6,93.12,52.0,2024-02-25 04:48:00,2024-02-25 04:48:00
1398,1,26.799494355863303,69.8,1.63,6.17,457.4,98.795,52.15,2024-02-25 09:36:00,2024-02-25 09:36:00
1399,1,21.310462218152985,52.260000000000005,1.49,5.7,471.5,92.78,51.45,2024-02-25 14:24:00,2024-02-25 14:24:00
1400,1,26.061019720988632,59.400000000000006,2.38,5.92,484.1,99.705,55.9,2024-02-25 19:12:00,2024-02-25 19:12:00
1401,1,24.87367155307643,59.98,2.02,6.78,453.7,95.565,54.1,2024-02-26 00:00:00,2024-02-26 00:00:00
1402,1,23.610563307282483,74.18,1.5,6.3,467.2,94.395,51.5,2024-02-26 04:48:00,2024-02-26 04:48:00
1403,1,24.93813305286176,54.48,1.81,6.61,478.1,91.535,53.05,2024-02-26 09:36:00,2024-02-26 09:36:00
1404,1,24.48706365031182,88.42,1.5,6.22,422.8,97.535,51.5,2024-02-26 14:24:00,2024-02-26 14:24:00
1405,1,24.731950434216536,52.84,1.6,6.91,499.7,91.105,52.0,2024-02-26 19:12:00,2024-02-26 19:12:00
1406,1,26.281405225526406,83.46,1.74,5.93,413.9,93.12,52.7,2024-02-26 00:00:00,2024-02-26 00:00:00
1407,1,25.779831736707724,84.42,1.94,5.73,413.4,97.51,53.7,2024-02-26 04:48:00,2024-02-26 04:48:00
1408,1,21.310639589715937,85.86,2.28,6.23,461.3,99.005,55.4,2024-02-26 09:36:00,2024-02-26 09:36:00
1409,1,20.552948758706503,82.8,2.48,6.23,451.8,92.05,56.4,2024-02-26 14:24:00,2024-02-26 14:24:00
1410,1,26.72895966663901,64.54,1.84,5.99,462.5,98.63,53.2,2024-02-26 19:12:00,2024-02-26 19:12:00
1411,1,25.992112608725325,84.1,1.42,6.11,457.3,94.875,51.1,2024-02-26 00:00:00,2024-02-26 00:00:00
1412,1,22.24791928523241,79.88,2.13,6.31,459.8,91.17,54.65,2024-02-26 04:48:00,2024-02-26 04:48:00
1413,1,26.70761102267878,83.74,2.36,6.81,421.4,91.51,55.8,2024-02-26 09:36:00,2024-02-26 09:36:00
1414,1,22.06449933233884,57.28,2.47,6.68,450.2,90.98,56.35,2024-02-26 14:24:00,2024-02-26 14:24:00
1415,1,20.843535353772666,71.96,1.95,6.53,449.9,92.55,53.75,2024-02-26 19:12:00,2024-02-26 19:12:00
1416,1,25.294189489523102,78.32000000000001,1.2,6.63,432.4,98.305,50.0,2024-02-26 00:00:00,2024-02-26 00:00:00
1417,1,23.479727936308926,87.7,1.76,5.6,489.5,91.395,52.8,2024-02-26 04:48:00,2024-02-26 04:48:00
1418,1,26.072509415846085,72.38,1.46,6.55,487.1,96.96,51.3,2024-02-26 09:36:00,2024-02-26 09:36:00
1419,1,26.520379307063653,80.1,2.18,6.33,489.3,96.62,54.9,2024-02-26 14:24:00,2024-02-26 14:24:00
1420,1,23.561245593471625,61.16,1.61,5.97,453.1,96.33,52.05,2024-02-26 19:12:00,2024-02-26 19:12:00
1421,1,24.733227804232186,61.66,1.71,5.83,451.1,94.16,52.55,2024-02-26 00:00:00,2024-02-26 00:00:00
1422,1,25.435844554875004,79.32000000000001,1.99,5.6,482.2,94.57,53.95,2024-02-26 04:48:00,2024-02-26 04:48:00
1423,1,23.84328415381857,71.58,1.4,6.08,428.5,94.57,51.0,2024-02-26 09:36:00,2024-02-26 09:36:00
1424,1,22.520008852741523,59.06,1.99,5.71,440.7,96.095,53.95,2024-02-26 14:24:00,2024-02-26 14:24:00
1425,1,26.978375250017102,72.24,1.8,6.41,459.2,96.95,53.0,2024-02-26 19:12:00,2024-02-26 19:12:00
1426,1,23.241285327270607,81.28,2.08,5.53,418.1,97.96,54.4,2024-02-27 00:00:00,2024-02-27 00:00:00
1427,1,24.692986334599432,58.96,1.2,6.2,490.8,97.54,50.0,2024-02-27 04:48:00,2024-02-27 04:48:00
1428,1,21.885103432148377,87.72,2.46,6.61,425.9,92.515,56.3,2024-02-27 09:36:00,2024-02-27 09:36:00
1429,1,20.453111960475702,51.42,1.21,6.83,444.1,97.02,50.05,2024-02-27 14:24:00,2024-02-27 14:24:00
1430,1,25.510351436953275,58.3,2.44,6.57,485.2,99.37,56.2,2024-02-27 19:12:00,2024-02-27 19:12:00
1431,1,25.11354425492344,51.04,1.23,6.33,462.5,95.415,50.15,2024-02-27 00:00:00,2024-02-27 00:00:00
1432,1,25.451036686545642,70.8,1.68,6.36,437.2,95.705,52.4,2024-02-27 04:48:00,2024-02-27 04:48:00
1433,1,25.068915520834913,82.06,2.32,6.1,444.3,99.35,55.6,2024-02-27 09:36:00,2024-02-27 09:36:00
1434,1,26.214405664478033,50.54,2.24,6.0,419.6,93.83,55.2,2024-02-27 14:24:00,2024-02-27 14:24:00
1435,1,23.548697581602696,70.74,1.74,5.5,432.5,91.305,52.7,2024-02-27 19:12:00,2024-02-27 19:12:00
1436,1,22.02722046228934,74.68,1.43,6.47,401.4,98.045,51.15,2024-02-27 00:00:00,2024-02-27 00:00:00
1437,1,26.110514235221178,56.52,1.45,6.36,468.3,97.23,51.25,2024-02-27 04:48:00,2024-02-27 04:48:00
1438,1,20.112616165898032,59.04,2.26,6.2,411.5,91.96,55.3,2024-02-27 09:36:00,2024-02-27 09:36:00
1439,1,21.865262104170576,81.06,2.32,6.54,440.6,92.165,55.6,2024-02-27 14:24:00,2024-02-27 14:24:00
1440,1,20.295577395860857,87.6,2.32,6.27,475.9,94.32,55.6,2024-02-27 19:12:00,2024-02-27 19:12:00
1441,1,24.69794300677503,81.12,1.56,6.77,427.3,99.95,51.8,2024-02-27 00:00:00,2024-02-27 00:00:00
1442,1,21.574821470674063,84.54,1.29,6.3,409.7,90.86,50.45,2024-02-27 04:48:00,2024-02-27 04:48:00
1443,1,21.467225308797783,83.4,2.15,6.1,468.0,92.205,54.75,2024-02-27 09:36:00,2024-02-27 09:36:00
1444,1,25.53945224207167,74.64,1.76,6.17,406.1,96.045,52.8,2024-02-27 14:24:00,2024-02-27 14:24:00
1445,1,21.1811421702169,68.34,1.5,6.28,476.6,90.43,51.5,2024-02-27 19:12:00,2024-02-27 19:12:00
1446,1,26.7431594196192,87.54,2.39,6.35,493.8,94.245,55.95,2024-02-27 00:00:00,2024-02-27 00:00:00
1447,1,26.867193136294762,60.98,2.49,6.77,412.9,94.36,56.45,2024-02-27 04:48:00,2024-02-27 04:48:00
1448,1,25.159868407004247,54.02,1.23,6.29,450.0,99.29,50.15,2024-02-27 09:36:00,2024-02-27 09:36:00
1449,1,22.3089710939547,60.8,1.76,5.94,411.8,98.25,52.8,2024-02-27 14:24:00,2024-02-27 14:24:00
1450,1,22.22082037470903,70.54,1.61,5.92,444.7,98.49,52.05,2024-02-27 19:12:00,2024-02-27 19:12:00
1451,1,24.631973574857586,60.6,1.65,6.2,419.3,90.325,52.25,2024-02-28 00:00:00,2024-02-28 00:00:00
1452,1,26.194745820565135,70.66,1.9,6.25,478.0,91.26,53.5,2024-02-28 04:48:00,2024-02-28 04:48:00
1453,1,25.43661151427958,82.42,2.27,6.97,401.1,99.515,55.35,2024-02-28 09:36:00,2024-02-28 09:36:00
1454,1,24.20576710085259,63.28,2.25,5.99,454.1,92.41,55.25,2024-02-28 14:24:00,2024-02-28 14:24:00
1455,1,24.537651042279258,87.62,1.91,5.67,465.8,92.76,53.55,2024-02-28 19:12:00,2024-02-28 19:12:00
1456,1,21.070250612006475,78.02,1.6,6.88,487.3,95.36,52.0,2024-02-28 00:00:00,2024-02-28 00:00:00
1457,1,21.980008183677526,69.3,2.33,6.9,486.8,97.385,55.65,2024-02-28 04:48:00,2024-02-28 04:48:00
1458,1,20.178050826478344,87.76,1.95,5.9,477.8,97.805,53.75,2024-02-28 09:36:00,2024-02-28 09:36:00
1459,1,22.695991438633584,78.7,1.81,6.96,499.5,90.75,53.05,2024-02-28 14:24:00,2024-02-28 14:24:00
1460,1,24.940652021354936,68.08,1.94,5.77,417.4,96.135,53.7,2024-02-28 19:12:00,2024-02-28 19:12:00
1461,1,25.5161010120382,67.76,2.3,6.09,419.7,93.375,55.5,2024-02-28 00:00:00,2024-02-28 00:00:00
1462,1,23.289994019518076,60.06,1.34,6.74,481.0,90.775,50.7,2024-02-28 04:48:00,2024-02-28 04:48:00
1463,1,25.906841840754385,67.06,1.66,7.0,465.6,92.685,52.3,2024-02-28 09:36:00,2024-02-28 09:36:00
1464,1,22.59966558560953,56.72,1.42,6.0,415.0,92.12,51.1,2024-02-28 14:24:00,2024-02-28 14:24:00
1465,1,24.219764596441042,80.64,1.22,6.42,423.4,94.895,50.1,2024-02-28 19:12:00,2024-02-28 19:12:00
1466,1,25.857059975004034,50.24,2.16,6.06,473.8,94.815,54.8,2024-02-28 00:00:00,2024-02-28 00:00:00
1467,1,20.652725985105963,85.04,1.57,6.59,459.7,91.82,51.85,2024-02-28 04:48:00,2024-02-28 04:48:00
1468,1,25.98435994391035,81.86,1.33,5.51,440.2,90.265,50.65,2024-02-28 09:36:00,2024-02-28 09:36:00
1469,1,20.708739343471834,82.12,1.72,6.12,494.5,97.975,52.6,2024-02-28 14:24:00,2024-02-28 14:24:00
1470,1,26.43890402758066,70.06,2.41,6.32,468.4,94.455,56.05,2024-02-28 19:12:00,2024-02-28 19:12:00
1471,1,20.131049389508618,55.36,1.31,5.86,489.7,94.245,50.55,2024-02-28 00:00:00,2024-02-28 00:00:00
1472,1,20.471030434104883,72.98,1.22,5.75,472.4,93.905,50.1,2024-02-28 04:48:00,2024-02-28 04:48:00
1473,1,21.062586618064785,78.56,1.51,6.32,458.0,94.885,51.55,2024-02-28 09:36:00,2024-02-28 09:36:00
1474,1,20.404138735241737,74.84,2.32,5.88,483.6,94.47,55.6,2024-02-28 14:24:00,2024-02-28 14:24:00
1475,1,23.779328408400303,80.14,1.52,6.58,406.9,93.73,51.6,2024-02-28 19:12:00,2024-02-28 19:12:00
1476,1,25.536390763362014,82.92,1.63,6.5,421.2,95.505,52.15,2024-02-29 00:00:00,2024-02-29 00:00:00
1477,1,22.291716408732732,84.2,1.86,5.68,470.5,95.475,53.3,2024-02-29 04:48:00,2024-02-29 04:48:00
1478,1,25.435958365629496,83.82000000000001,2.48,5.91,467.7,92.0,56.4,2024-02-29 09:36:00,2024-02-29 09:36:00
1479,1,21.15775564737413,56.92,1.41,6.92,468.4,95.98,51.05,2024-02-29 14:24:00,2024-02-29 14:24:00
1480,1,22.850996727140902,60.68,2.46,6.23,446.1,99.83,56.3,2024-02-29 19:12:00,2024-02-29 19:12:00
1481,1,22.339405851954766,66.98,1.27,6.04,458.1,96.455,50.35,2024-02-29 00:00:00,2024-02-29 00:00:00
1482,1,24.234310697715863,75.62,1.35,6.55,455.3,91.275,50.75,2024-02-29 04:48:00,2024-02-29 04:48:00
1483,1,20.38524238348146,65.58,1.48,6.81,457.2,90.22,51.4,2024-02-29 09:36:00,2024-02-29 09:36:00
1484,1,24.432212325046553,57.94,1.91,6.15,417.7,99.215,53.55,2024-02-29 14:24:00,2024-02-29 14:24:00
1485,1,23.867573295303252,88.6,1.37,6.16,479.1,93.93,50.85,2024-02-29 19:12:00,2024-02-29 19:12:00
1486,1,24.531457567201812,88.22,2.35,6.83,491.7,99.75,55.75,2024-02-29 00:00:00,2024-02-29 00:00:00
1487,1,22.281056525111957,88.22,2.19,6.21,473.2,99.265,54.95,2024-02-29 04:48:00,2024-02-29 04:48:00
1488,1,24.64455137959534,69.26,2.16,6.16,402.1,92.56,54.8,2024-02-29 09:36:00,2024-02-29 09:36:00
1489,1,23.83788274261893,60.84,1.29,6.47,442.6,92.83,50.45,2024-02-29 14:24:00,2024-02-29 14:24:00
1490,1,21.969906980039077,87.62,1.51,5.98,418.9,92.5,51.55,2024-02-29 19:12:00,2024-02-29 19:12:00
1491,1,24.79970601332428,60.8,1.38,6.18,401.7,94.48,50.9,2024-02-29 00:00:00,2024-02-29 00:00:00
1492,1,24.47836111884096,67.38,2.44,5.93,470.9,91.08,56.2,2024-02-29 04:48:00,2024-02-29 04:48:00
1493,1,20.945507393758568,87.2,1.6,6.43,448.2,94.915,52.0,2024-02-29 09:36:00,2024-02-29 09:36:00
1494,1,21.895951151082727,57.42,1.74,6.65,470.3,94.235,52.7,2024-02-29 14:24:00,2024-02-29 14:24:00
1495,1,23.041560220918914,52.28,1.36,5.61,436.3,98.77,50.8,2024-02-29 19:12:00,2024-02-29 19:12:00
1496,1,25.59713701736884,73.96,2.05,6.92,499.0,91.055,54.25,2024-02-29 00:00:00,2024-02-29 00:00:00
1497,1,22.1247740740545,51.24,1.89,5.75,442.9,93.115,53.45,2024-02-29 04:48:00,2024-02-29 04:48:00
1498,1,20.019776035780684,56.64,1.62,5.95,411.7,90.805,52.1,2024-02-29 09:36:00,2024-02-29 09:36:00
1499,1,25.540109782690493,61.28,1.46,5.91,446.8,92.96,51.3,2024-02-29 14:24:00,2024-02-29 14:24:00
1500,1,24.829012829792706,87.92,2.1,6.8,421.1,94.375,54.5,2024-02-29 19:12:00,2024-02-29 19:12:00
1501,1,24.883268037240644,78.74,2.28,5.52,452.4,93.375,55.4,2024-03-01 00:00:00,2024-03-01 00:00:00
1502,1,22.14894532681282,85.04,1.99,6.61,451.6,98.075,53.95,2024-03-01 04:48:00,2024-03-01 04:48:00
1503,1,23.85929042295545,72.44,2.18,5.54,491.9,93.53,54.9,2024-03-01 09:36:00,2024-03-01 09:36:00
1504,1,23.92028807570534,53.84,1.76,6.76,496.6,96.28,52.8,2024-03-01 14:24:00,2024-03-01 14:24:00
1505,1,26.72326829743217,70.06,1.56,6.41,450.0,97.535,51.8,2024-03-01 19:12:00,2024-03-01 19:12:00
1506,1,24.07275767150182,71.18,1.84,6.87,429.4,96.34,53.2,2024-03-01 00:00:00,2024-03-01 00:00:00
1507,1,24.872629683956294,65.62,1.51,5.62,468.8,98.14,51.55,2024-03-01 04:48:00,2024-03-01 04:48:00
1508,1,20.491937850655773,56.84,2.16,5.72,401.9,92.265,54.8,2024-03-01 09:36:00,2024-03-01 09:36:00
1509,1,20.165954281866906,85.6,2.06,6.35,460.0,94.235,54.3,2024-03-01 14:24:00,2024-03-01 14:24:00
1510,1,25.601235682948115,58.52,2.05,7.0,400.5,96.94,54.25,2024-03-01 19:12:00,2024-03-01 19:12:00
1511,1,26.92336302746438,67.7,1.28,6.74,463.0,94.2,50.4,2024-03-01 00:00:00,2024-03-01 00:00:00
1512,1,24.339346810191564,54.02,1.98,6.22,476.9,98.22,53.9,2024-03-01 04:48:00,2024-03-01 04:48:00
1513,1,23.35374030534272,56.34,1.83,5.87,401.8,99.515,53.15,2024-03-01 09:36:00,2024-03-01 09:36:00
1514,1,25.422445049008864,85.44,2.37,6.65,467.8,90.875,55.85,2024-03-01 14:24:00,2024-03-01 14:24:00
1515,1,26.987880570874843,56.46,1.32,6.53,479.5,98.01,50.6,2024-03-01 19:12:00,2024-03-01 19:12:00
1516,1,22.27787734937994,70.82000000000001,1.63,5.83,499.6,93.16,52.15,2024-03-01 00:00:00,2024-03-01 00:00:00
1517,1,20.08965908269864,74.22,2.34,6.28,429.7,95.885,55.7,2024-03-01 04:48:00,2024-03-01 04:48:00
1518,1,24.323619146979475,72.96,2.02,6.59,478.6,99.13,54.1,2024-03-01 09:36:00,2024-03-01 09:36:00
1519,1,26.291777474648036,54.34,1.69,6.71,473.9,93.955,52.45,2024-03-01 14:24:00,2024-03-01 14:24:00
1520,1,25.89293322582315,77.34,1.51,5.95,464.5,95.12,51.55,2024-03-01 19:12:00,2024-03-01 19:12:00
1521,1,20.307524085239073,72.28,1.65,6.52,416.5,97.355,52.25,2024-03-01 00:00:00,2024-03-01 00:00:00
1522,1,20.672373661245835,81.06,2.16,6.02,465.9,98.875,54.8,2024-03-01 04:48:00,2024-03-01 04:48:00
1523,1,25.62833592597671,51.98,2.36,6.59,407.7,95.49,55.8,2024-03-01 09:36:00,2024-03-01 09:36:00
1524,1,22.9900615519417,88.24,2.01,6.04,458.8,99.56,54.05,2024-03-01 14:24:00,2024-03-01 14:24:00
1525,1,21.628154538551428,85.16,2.08,6.89,477.2,92.77,54.4,2024-03-01 19:12:00,2024-03-01 19:12:00
1526,1,25.140062989720988,61.86,2.45,6.52,409.9,99.47,56.25,2024-03-02 00:00:00,2024-03-02 00:00:00
1527,1,22.46039947358555,80.3,1.92,6.81,456.5,91.63,53.6,2024-03-02 04:48:00,2024-03-02 04:48:00
1528,1,23.08169018623221,66.44,2.46,5.72,407.7,95.13,56.3,2024-03-02 09:36:00,2024-03-02 09:36:00
1529,1,23.712510171578252,74.7,1.49,6.38,456.5,97.495,51.45,2024-03-02 14:24:00,2024-03-02 14:24:00
1530,1,20.773165112210073,89.84,1.48,6.47,495.3,97.05,51.4,2024-03-02 19:12:00,2024-03-02 19:12:00
1531,1,20.283472190816372,78.32000000000001,2.38,6.39,495.5,99.445,55.9,2024-03-02 00:00:00,2024-03-02 00:00:00
1532,1,25.524677454387252,69.6,1.87,6.45,430.2,91.815,53.35,2024-03-02 04:48:00,2024-03-02 04:48:00
1533,1,21.155692686804407,71.38,1.43,5.89,472.8,98.575,51.15,2024-03-02 09:36:00,2024-03-02 09:36:00
1534,1,21.383020604823244,66.52,1.94,6.18,459.0,90.15,53.7,2024-03-02 14:24:00,2024-03-02 14:24:00
1535,1,26.08978366750895,62.38,1.82,6.27,458.1,94.63,53.1,2024-03-02 19:12:00,2024-03-02 19:12:00
1536,1,21.066731765352106,87.54,1.95,6.52,446.3,93.33,53.75,2024-03-02 00:00:00,2024-03-02 00:00:00
1537,1,26.040909340913913,57.38,2.3,6.16,409.7,93.595,55.5,2024-03-02 04:48:00,2024-03-02 04:48:00
1538,1,20.968701645545494,87.8,2.09,6.14,450.7,94.185,54.45,2024-03-02 09:36:00,2024-03-02 09:36:00
1539,1,24.081509135950572,56.96,1.92,6.73,420.3,98.5,53.6,2024-03-02 14:24:00,2024-03-02 14:24:00
1540,1,21.640021619874084,64.66,2.24,6.26,443.8,99.8,55.2,2024-03-02 19:12:00,2024-03-02 19:12:00
1541,1,26.64182836714409,73.06,1.52,5.91,445.8,95.31,51.6,2024-03-02 00:00:00,2024-03-02 00:00:00
1542,1,21.407271822264345,68.28,1.82,5.85,461.6,99.975,53.1,2024-03-02 04:48:00,2024-03-02 04:48:00
1543,1,21.531298010952273,88.5,2.41,5.65,458.9,91.925,56.05,2024-03-02 09:36:00,2024-03-02 09:36:00
1544,1,20.624390834070304,83.12,2.19,6.02,430.5,99.65,54.95,2024-03-02 14:24:00,2024-03-02 14:24:00
1545,1,25.9800584597794,61.32,2.36,5.53,482.5,90.945,55.8,2024-03-02 19:12:00,2024-03-02 19:12:00
1546,1,21.227685533204948,69.54,1.72,6.73,476.5,90.645,52.6,2024-03-02 00:00:00,2024-03-02 00:00:00
1547,1,25.64807672803198,59.18,1.72,6.32,405.3,94.78,52.6,2024-03-02 04:48:00,2024-03-02 04:48:00
1548,1,21.66079191656953,56.7,1.73,6.3,462.3,96.21,52.65,2024-03-02 09:36:00,2024-03-02 09:36:00
1549,1,25.9291525158671,89.76,2.29,5.59,476.9,97.74,55.45,2024-03-02 14:24:00,2024-03-02 14:24:00
1550,1,20.895979487537744,62.82000000000001,1.39,6.49,466.8,98.065,50.95,2024-03-02 19:12:00,2024-03-02 19:12:00
1551,1,22.757580173760072,54.120000000000005,1.3,6.37,418.7,91.23,50.5,2024-03-03 00:00:00,2024-03-03 00:00:00
1552,1,23.4218630260143,68.46,2.25,5.5,449.1,91.3,55.25,2024-03-03 04:48:00,2024-03-03 04:48:00
1553,1,20.970435693104182,57.2,1.7,5.89,432.8,94.8,52.5,2024-03-03 09:36:00,2024-03-03 09:36:00
1554,1,26.286084893541034,55.36,1.98,6.16,403.3,99.77,53.9,2024-03-03 14:24:00,2024-03-03 14:24:00
1555,1,21.05300849749927,57.78,1.97,6.43,449.6,94.745,53.85,2024-03-03 19:12:00,2024-03-03 19:12:00
1556,1,24.72306082588796,53.64,1.98,5.51,403.8,98.13,53.9,2024-03-03 00:00:00,2024-03-03 00:00:00
1557,1,25.26342787312182,59.16,2.29,6.61,484.3,92.56,55.45,2024-03-03 04:48:00,2024-03-03 04:48:00
1558,1,21.167103830550293,61.78,1.58,5.89,464.8,97.605,51.9,2024-03-03 09:36:00,2024-03-03 09:36:00
1559,1,24.43112623361393,61.96,2.27,6.65,472.7,93.145,55.35,2024-03-03 14:24:00,2024-03-03 14:24:00
1560,1,21.634271254108523,80.24,2.43,6.17,451.1,96.985,56.15,2024-03-03 19:12:00,2024-03-03 19:12:00
1561,1,22.562772749654222,60.96,1.33,6.45,484.7,90.035,50.65,2024-03-03 00:00:00,2024-03-03 00:00:00
1562,1,23.888257429873907,74.88,2.16,6.19,453.3,92.03,54.8,2024-03-03 04:48:00,2024-03-03 04:48:00
1563,1,20.44647376762385,79.04,1.39,5.96,456.8,99.535,50.95,2024-03-03 09:36:00,2024-03-03 09:36:00
1564,1,21.319952182235003,51.3,1.43,6.37,442.3,97.09,51.15,2024-03-03 14:24:00,2024-03-03 14:24:00
1565,1,20.77823028632051,64.72,1.94,5.69,405.2,96.515,53.7,2024-03-03 19:12:00,2024-03-03 19:12:00
1566,1,23.16512968713032,87.26,1.37,5.9,442.2,90.81,50.85,2024-03-03 00:00:00,2024-03-03 00:00:00
1567,1,20.7205026511497,55.5,1.99,5.99,436.0,90.47,53.95,2024-03-03 04:48:00,2024-03-03 04:48:00
1568,1,23.81106568472957,64.38,1.79,5.97,495.2,93.955,52.95,2024-03-03 09:36:00,2024-03-03 09:36:00
1569,1,21.582323223365712,78.24,1.8,5.94,413.9,91.075,53.0,2024-03-03 14:24:00,2024-03-03 14:24:00
1570,1,21.980045397638317,72.34,2.11,6.0,424.4,97.035,54.55,2024-03-03 19:12:00,2024-03-03 19:12:00
1571,1,22.764176924297132,74.6,2.07,6.71,494.5,94.91,54.35,2024-03-03 00:00:00,2024-03-03 00:00:00
1572,1,22.249069754826138,70.6,1.87,6.74,473.8,90.49,53.35,2024-03-03 04:48:00,2024-03-03 04:48:00
1573,1,25.27726020215566,84.82000000000001,2.44,5.75,450.5,92.535,56.2,2024-03-03 09:36:00,2024-03-03 09:36:00
1574,1,26.769809730906857,80.56,1.78,6.9,457.5,97.835,52.9,2024-03-03 14:24:00,2024-03-03 14:24:00
1575,1,26.484002372796418,67.08,2.46,6.38,432.1,90.795,56.3,2024-03-03 19:12:00,2024-03-03 19:12:00
1576,1,25.275470408465246,52.94,2.35,6.32,430.5,90.99,55.75,2024-03-04 00:00:00,2024-03-04 00:00:00
1577,1,25.558213133682056,64.56,1.46,5.89,423.0,91.72,51.3,2024-03-04 04:48:00,2024-03-04 04:48:00
1578,1,26.632368015290844,84.78,1.92,5.88,461.3,91.48,53.6,2024-03-04 09:36:00,2024-03-04 09:36:00
1579,1,21.182838490592953,83.06,1.51,6.41,451.2,96.415,51.55,2024-03-04 14:24:00,2024-03-04 14:24:00
